Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
78130-171570,G,Ashley,Ashley Chesters,Chesters,,,7000,,,,,,,,,G
78130-78640,G,Dimi,Dimi Papadatos,Papadatos,,,7000,,,,,,,,,G
78130-155184,G,Sam,Sam Bairstow,Bairstow,11.5,1,7000,,,,,,,,,G
78130-171568,G,Jorge,Jorge Fernandez-Valdes,Fernandez-Valdes,,,7000,,,,,,,,,G
78130-171569,G,Anthony,Anthony Quayle,Quayle,,,7000,,,,,,,,,G
78130-171574,G,Aldrich,Aldrich Potgieter,Potgieter,,,7000,,,,,,,,,G
78130-171575,G,Stephen,Stephen Dodd,Dodd,,,7000,,,,,,,,,G
78130-171572,G,Ben,Ben Campbell,Campbell,,,7000,,,,,,,,,G
78130-171573,G,Justin,Justin De Los Santos,De Los Santos,,,7000,,,,,,,,,G
78130-78407,G,Paul,Paul Lawrie,Lawrie,,,7000,,,,,,,,,G
78130-163144,G,Minkyu,Minkyu Kim,Kim,82.9000015258789,1,7000,,,,,,,,,G
78130-77909,G,Mark,Mark Calcavecchia,Calcavecchia,,,7000,,,,,,,,,G
78130-171871,G,Jack,Jack Floydd,Floydd,,,7000,,,,,,,,,G
78130-171874,G,Oliver,Oliver Farr,Farr,,,7000,,,,,,,,,G
78130-171875,G,Marco,Marco Penge,Penge,,,7000,,,,,,,,,G
78130-171872,G,John,John Parry,Parry,,,7000,,,,,,,,,G
78130-171873,G,Matt,Matt Ford,Ford,,,7000,,,,,,,,,G
78130-171876,G,Lars,Lars Van Meijel,Van Meijel,,,7000,,,,,,,,,G
78130-171877,G,Jamie,Jamie Rutherford,Rutherford,,,7000,,,,,,,,,G
78130-170100,G,Sadom,Sadom Kaewkanjana,Kaewkanjana,11.100000381469727,1,7000,,,,,,,,,G
78130-82301,G,Takumi,Takumi Kanaya,Kanaya,25.34285627092634,7,7000,,,,,,,,,G
78130-77953,G,Darren,Darren Clarke,Clarke,14.699999809265137,1,7000,,,,,,,,,G
78130-77986,G,John,John Daly,Daly,9.899999618530273,1,7000,,,,,,,,,G
78130-163243,G,Keita,Keita Nakajima,Nakajima,38.92499923706055,4,7000,,,,,,,,,G
78130-78259,G,Shugo,Shugo Imahira,Imahira,61.099998474121094,1,7000,,,,,,,,,G
78130-78015,G,Robert,Robert Dinwiddie,Dinwiddie,,,7000,,,,,,,,,G
78130-171977,G,Barclay,Barclay Brown,Brown,,,7000,,,,,,,,,G
78130-171980,G,Alex,Alex Wrigley,Wrigley,,,7000,,,,,,,,,G
78130-78037,G,David,David Duval,Duval,11.699999809265137,1,7000,,,,,,,,,G
78130-171742,G,Filippo,Filippo Celli,Celli,,,7000,,,,,,,,,G
78130-171743,G,Mingyu,Mingyu Cho,Cho,,,7000,,,,,,,,,G
78130-78048,G,Ernie,Ernie Els,Els,18.100000381469727,1,7000,,,,,,,,,G
78130-170474,G,Jediah,Jediah Morgan,Morgan,4.949999809265137,2,7000,,,,,,,,,G
78130-78326,G,Brad,Brad Kennedy,Kennedy,38.939999389648435,5,7000,,,,,,,,,G
