Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
77924-80788,G,Wyndham,Wyndham Clark,Clark,54.88261081861413,23,7600,,,,,,,,,G
77924-79537,G,Justin,Justin Lower,Lower,52.094445122612846,18,7600,,,,O,Undisclosed,,,,G
77924-77859,G,Alexander,Alexander Bjork,Bjork,,,7500,,,,,,,,,G
77924-78223,G,Charley,Charley Hoffman,Hoffman,42.76499938964844,20,7500,,,,,,,,,G
77924-151455,G,Kalle,Kalle Samooja,Samooja,25.299999237060547,1,7500,,,,,,,,,G
77924-79019,G,Fabrizio,Fabrizio Zanotti,Zanotti,73.8499984741211,2,7500,,,,,,,,,G
77924-172056,G,Kristoffer,Kristoffer Broberg,Broberg,,,7400,,,,,,,,,G
77924-78376,G,Mikko,Mikko Korhonen,Korhonen,,,7400,,,,,,,,,G
77924-77913,G,Jorge,Jorge Campillo,Campillo,36.04999923706055,2,7400,,,,,,,,,G
77924-107347,G,Callum,Callum Tarren,Tarren,48.50526187294408,19,7300,,,,,,,,,G
77924-152964,G,Guido,Guido Migliozzi,Migliozzi,33.9,5,7300,,,,,,,,,G
77924-82360,G,Andrew,Andrew Novak,Novak,54.033331008184526,21,7300,,,,,,,,,G
77924-170681,G,Wil,Wil Besseling,Besseling,25.100000381469727,1,7300,,,,,,,,,G
77924-116964,G,Harry,Harry Higgs,Higgs,41.88333384195963,24,7300,,,,O,Undisclosed,,,,G
77924-77815,G,Marcus,Marcus Armitage,Armitage,30.799999237060547,2,7300,,,,,,,,,G
77924-78868,G,Andy,Andy Sullivan,Sullivan,27.420001220703124,5,7200,,,,,,,,,G
77924-77908,G,Rafa,Rafa Cabrera Bello,Cabrera Bello,34.039999389648436,5,7200,,,,,,,,,G
77924-151448,G,Sami,Sami Valimaki,Valimaki,45.5,2,7200,,,,,,,,,G
77924-78781,G,Jason,Jason Scrivener,Scrivener,45.23333231608073,3,7200,,,,,,,,,G
77924-151390,G,Garrick,Garrick Higgo,Higgo,41.243751525878906,16,7100,,,,,,,,,G
77924-136868,G,Sebastian,Sebastian Soderberg,Soderberg,32,1,7100,,,,,,,,,G
77924-78273,G,Jazz,Jazz Janewattananond,Janewattananond,45.457144601004465,7,7100,,,,,,,,,G
77924-77810,G,Kiradech,Kiradech Aphibarnrat,Aphibarnrat,49.03077110877404,13,7100,,,,,,,,,G
77924-111621,G,Nino,Nino Bertasio,Bertasio,,,7000,,,,,,,,,G
77924-78852,G,Brandon,Brandon Stone,Stone,26.933334350585938,3,7000,,,,,,,,,G
77924-78353,G,Marcus,Marcus Kinhult,Kinhult,28.200000762939453,1,7000,,,,,,,,,G
77924-172055,G,Maverick,Maverick Antcliff,Antcliff,,,7000,,,,,,,,,G
77924-172058,G,Jonathan,Jonathan Caldwell,Caldwell,,,7000,,,,,,,,,G
77924-172059,G,Ewen,Ewen Ferguson,Ferguson,,,7000,,,,,,,,,G
77924-172057,G,Steven,Steven Brown,Brown,,,7000,,,,,,,,,G
77924-172062,G,Jeff,Jeff Winther,Winther,,,7000,,,,,,,,,G
77924-172060,G,Stephen,Stephen Gallacher,Gallacher,,,7000,,,,,,,,,G
77924-172061,G,Daniel,Daniel Gavins,Gavins,,,7000,,,,,,,,,G
77924-155939,G,Maximilian,Maximilian Kieffer,Kieffer,74.69999694824219,1,7000,,,,,,,,,G
77924-78627,G,Adrian,Adrian Otaegui,Otaegui,8.600000381469727,1,7000,,,,,,,,,G
77924-172064,G,Francesco,Francesco Laporta,Laporta,,,7000,,,,,,,,,G
77924-172065,G,Tapio,Tapio Pulkkanen,Pulkkanen,,,7000,,,,,,,,,G
77924-77860,G,Thomas,Thomas Bjorn,Bjorn,,,7000,,,,,,,,,G
77924-78388,G,Joakim,Joakim Lagergren,Lagergren,,,7000,,,,,,,,,G
77924-78655,G,Matthieu,Matthieu Pavon,Pavon,,,7000,,,,,,,,,G
77924-78654,G,Andrea,Andrea Pavan,Pavan,,,7000,,,,,,,,,G
77924-172100,G,David,David Law,Law,,,7000,,,,,,,,,G
77924-82770,G,Wu,Wu Ashun,Ashun,82.4000015258789,1,7000,,,,,,,,,G
77924-107350,G,Brandon,Brandon Wu,Wu,51.93499755859375,20,7000,,,,,,,,,G
77924-84826,G,Grant,Grant Forrest,Forrest,,,7000,,,,,,,,,G
77924-151385,G,Daniel,Daniel Van Tonder,Van Tonder,6.5,1,7000,,,,,,,,,G
77924-171878,G,Matthew,Matthew Jordan,Jordan,,,7000,,,,,,,,,G
77924-78180,G,Joachim B.,Joachim B. Hansen,Hansen,91.80000305175781,1,7000,,,,,,,,,G
77924-151396,G,Jaekyeong,Jaekyeong Lee,Lee,57.70000076293945,2,7000,,,,,,,,,G
