Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
78031-78561,G,Francesco,Francesco Molinari,Molinari,49.15625,16,8400,,,,,,,,,G
78031-78346,G,Si Woo,Si Woo Kim,Kim,59.8521728515625,23,8300,,,,,,,,,G
78031-78552,G,Keith,Keith Mitchell,Mitchell,71.50499877929687,20,8300,,,,,,,,,G
78031-78579,G,Sebastian,Sebastian Munoz,Munoz,62.64500122070312,20,8300,,,,,,,,,G
78031-78588,G,Kevin,Kevin Na,Na,61.6499989827474,12,8300,,,,,,,,,G
78031-77903,G,Dean,Dean Burmester,Burmester,33.45000076293945,4,8200,,,,,,,,,G
78031-78451,G,Luke,Luke List,List,55.68260657269022,23,8200,,,,,,,,,G
78031-78547,G,Phil,Phil Mickelson,Mickelson,48.52000122070312,5,8200,,,,,,,,,G
78031-78050,G,Harris,Harris English,English,57.39000244140625,10,8200,,,,,,,,,G
78031-78154,G,Emiliano,Emiliano Grillo,Grillo,54.55217179008152,23,8100,,,,,,,,,G
78031-78419,G,Kyoung-Hoon,Kyoung-Hoon Lee,Lee,61.221738068953805,23,8100,,,,,,,,,G
78031-78931,G,Erik,Erik Van Rooyen,Van Rooyen,48.34375,16,8100,,,,,,,,,G
78031-78980,G,Bernd,Bernd Wiesberger,Wiesberger,61.849998474121094,2,8100,,,,,,,,,G
78031-78691,G,Ian,Ian Poulter,Poulter,48.20769324669471,13,8000,,,,,,,,,G
78031-77951,G,Stewart,Stewart Cink,Cink,49.57999877929687,20,8000,,,,,,,,,G
78031-78225,G,Tom,Tom Hoge,Hoge,60.527998046875,25,8000,,,,,,,,,G
78031-80579,G,Sepp,Sepp Straka,Straka,50.487998046875,25,8000,,,,,,,,,G
78031-78355,G,Chris,Chris Kirk,Kirk,64.575,20,7900,,,,,,,,,G
78031-77865,G,Richard,Richard Bland,Bland,32.45000076293945,4,7900,,,,,,,,,G
78031-78913,G,Cameron,Cameron Tringale,Tringale,65.09999778053977,22,7900,,,,,,,,,G
78031-78234,G,Sam,Sam Horsfield,Horsfield,11.649999618530273,2,7900,,,,,,,,,G
78031-78101,G,Dylan,Dylan Frittelli,Frittelli,53.741668701171875,24,7800,,,,,,,,,G
78031-84820,G,Nicolai,Nicolai Hojgaard,Hojgaard,15.760000610351563,5,7800,,,,,,,,,G
78031-107350,G,Brandon,Brandon Wu,Wu,53.04761904761905,21,7800,,,,,,,,,G
78031-78011,G,Thomas,Thomas Detry,Detry,83.17500305175781,4,7800,,,,,,,,,G
78031-78847,G,Henrik,Henrik Stenson,Stenson,37.166666666666664,12,7800,,,,,,,,,G
78031-78184,G,Justin,Justin Harding,Harding,37.45000076293945,2,7700,,,,,,,,,G
78031-78243,G,Mackenzie,Mackenzie Hughes,Hughes,54.80952380952381,21,7700,,,,,,,,,G
78031-78291,G,Zach,Zach Johnson,Johnson,39.929998779296874,20,7700,,,,,,,,,G
78031-77815,G,Marcus,Marcus Armitage,Armitage,41,1,7700,,,,,,,,,G
78031-78401,G,Pablo,Pablo Larrazabal,Larrazabal,-1.7999999523162842,1,7600,,,,,,,,,G
78031-171878,G,Matthew,Matthew Jordan,Jordan,41.900001525878906,1,7600,,,,,,,,,G
78031-137069,G,Joohyung,Joohyung Kim,Kim,69.1,5,7600,,,,,,,,,G
78031-78817,G,Jordan L.,Jordan L. Smith,Smith,58.900001525878906,1,7600,,,,,,,,,G
78031-78576,G,Trey,Trey Mullinax,Mullinax,52.47391410495924,23,7600,,,,,,,,,G
78031-78603,G,Shaun,Shaun Norris,Norris,34.474998474121094,4,7500,,,,,,,,,G
78031-101395,G,John,John Catlin,Catlin,10.199999809265137,1,7500,,,,,,,,,G
78031-171571,G,Thriston,Thriston Lawrence,Lawrence,58.70000076293945,1,7500,,,,,,,,,G
78031-80464,G,Adri,Adri Arnaus,Arnaus,36.1000010172526,3,7500,,,,,,,,,G
78031-78021,G,Jamie,Jamie Donaldson,Donaldson,76.80000305175781,1,7500,,,,,,,,,G
78031-151390,G,Garrick,Garrick Higgo,Higgo,39.02353084788603,17,7400,,,,,,,,,G
78031-152964,G,Guido,Guido Migliozzi,Migliozzi,32.416666666666664,6,7400,,,,,,,,,G
78031-80788,G,Wyndham,Wyndham Clark,Clark,55.12916564941406,24,7400,,,,,,,,,G
78031-79351,G,Laurie,Laurie Canter,Canter,37,1,7400,,,,,,,,,G
78031-77859,G,Alexander,Alexander Bjork,Bjork,47.099998474121094,1,7300,,,,,,,,,G
78031-172100,G,David,David Law,Law,48.70000076293945,1,7300,,,,,,,,,G
78031-79019,G,Fabrizio,Fabrizio Zanotti,Zanotti,51.400001525878906,1,7300,,,,,,,,,G
78031-118505,G,Kazuki,Kazuki Higa,Higa,35.400001525878906,1,7300,,,,,,,,,G
78031-155188,G,Richard,Richard Mansell,Mansell,4.099999904632568,1,7200,,,,,,,,,G
78031-78151,G,Matthew,Matthew Griffin,Griffin,,,7200,,,,,,,,,G
78031-78943,G,Scott,Scott Vincent,Vincent,29.5,1,7200,,,,,,,,,G
78031-78781,G,Jason,Jason Scrivener,Scrivener,69,1,7200,,,,,,,,,G
78031-78337,G,Chan,Chan Kim,Kim,46.9375,8,7100,,,,,,,,,G
78031-78454,G,Zander,Zander Lombard,Lombard,,,7100,,,,,,,,,G
78031-171978,G,David,David Carey,Carey,,,7100,,,,,,,,,G
78031-171979,G,Ronan,Ronan Mullarney,Mullarney,,,7100,,,,,,,,,G
78031-166403,G,Aaron,Aaron Jarvis,Jarvis,6.599999904632568,1,7000,,,,,,,,,G
78031-78347,G,Sihwan,Sihwan Kim,Kim,,,7000,,,,,,,,,G
78031-171567,G,Yuto,Yuto Katsuragawa,Katsuragawa,,,7000,,,,,,,,,G
78031-171570,G,Ashley,Ashley Chesters,Chesters,,,7000,,,,,,,,,G
78031-78640,G,Dimi,Dimi Papadatos,Papadatos,,,7000,,,,,,,,,G
78031-155184,G,Sam,Sam Bairstow,Bairstow,11.5,1,7000,,,,,,,,,G
78031-171568,G,Jorge,Jorge Fernandez-Valdes,Fernandez-Valdes,,,7000,,,,,,,,,G
78031-171569,G,Anthony,Anthony Quayle,Quayle,,,7000,,,,,,,,,G
78031-171574,G,Aldrich,Aldrich Potgieter,Potgieter,,,7000,,,,,,,,,G
78031-171575,G,Stephen,Stephen Dodd,Dodd,,,7000,,,,,,,,,G
78031-171572,G,Ben,Ben Campbell,Campbell,,,7000,,,,,,,,,G
78031-171573,G,Justin,Justin De Los Santos,De Los Santos,,,7000,,,,,,,,,G
78031-78407,G,Paul,Paul Lawrie,Lawrie,,,7000,,,,,,,,,G
78031-163144,G,Minkyu,Minkyu Kim,Kim,82.9000015258789,1,7000,,,,,,,,,G
78031-77909,G,Mark,Mark Calcavecchia,Calcavecchia,,,7000,,,,,,,,,G
78031-171871,G,Jack,Jack Floydd,Floydd,,,7000,,,,,,,,,G
78031-78175,G,Todd,Todd Hamilton,Hamilton,,,7000,,,,,,,,,G
78031-171874,G,Oliver,Oliver Farr,Farr,,,7000,,,,,,,,,G
78031-78432,G,Justin,Justin Leonard,Leonard,33.79999923706055,1,7000,,,,,,,,,G
78031-171875,G,Marco,Marco Penge,Penge,,,7000,,,,,,,,,G
78031-171872,G,John,John Parry,Parry,,,7000,,,,,,,,,G
78031-171873,G,Matt,Matt Ford,Ford,,,7000,,,,,,,,,G
78031-78948,G,Jimmy,Jimmy Walker,Walker,45.24285888671875,14,7000,,,,O,Undisclosed,,,,G
78031-171876,G,Lars,Lars Van Meijel,Van Meijel,,,7000,,,,,,,,,G
78031-171877,G,Jamie,Jamie Rutherford,Rutherford,,,7000,,,,,,,,,G
78031-170100,G,Sadom,Sadom Kaewkanjana,Kaewkanjana,11.100000381469727,1,7000,,,,,,,,,G
78031-82301,G,Takumi,Takumi Kanaya,Kanaya,26.771427699497767,7,7000,,,,,,,,,G
78031-77953,G,Darren,Darren Clarke,Clarke,14.699999809265137,1,7000,,,,,,,,,G
78031-77980,G,Ben,Ben Curtis,Curtis,,,7000,,,,,,,,,G
78031-77986,G,John,John Daly,Daly,9.899999618530273,1,7000,,,,,,,,,G
78031-163243,G,Keita,Keita Nakajima,Nakajima,39.42499923706055,4,7000,,,,,,,,,G
78031-78259,G,Shugo,Shugo Imahira,Imahira,65.0999984741211,1,7000,,,,,,,,,G
78031-78015,G,Robert,Robert Dinwiddie,Dinwiddie,,,7000,,,,,,,,,G
78031-171977,G,Barclay,Barclay Brown,Brown,,,7000,,,,,,,,,G
78031-171980,G,Alex,Alex Wrigley,Wrigley,,,7000,,,,,,,,,G
78031-78037,G,David,David Duval,Duval,11.699999809265137,1,7000,,,,,,,,,G
78031-171742,G,Filippo,Filippo Celli,Celli,,,7000,,,,,,,,,G
78031-171743,G,Mingyu,Mingyu Cho,Cho,,,7000,,,,,,,,,G
78031-78048,G,Ernie,Ernie Els,Els,18.100000381469727,1,7000,,,,,,,,,G
78031-170474,G,Jediah,Jediah Morgan,Morgan,4.949999809265137,2,7000,,,,,,,,,G
78031-78326,G,Brad,Brad Kennedy,Kennedy,38.939999389648435,5,7000,,,,,,,,,G
