Id,Position,First Name,Nickname,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,Tier,,,Roster Position
78301-78482,G,Will,Will MacKenzie,MacKenzie,7.5,2,7000,,,,O,Undisclosed,,,,G
78301-77975,G,Ben,Ben Crane,Crane,34.75555419921875,9,7000,,,,,,,,,G
78301-85159,G,John,John Huston,Huston,11,1,7000,,,,,,,,,G
78301-77993,G,Brian,Brian Davis,Davis,20.483333587646484,6,7000,,,,,,,,,G
78301-78532,G,Parker,Parker McLachlin,McLachlin,9.175000190734863,8,7000,,,,,,,,,G
78301-78539,G,George,George McNeill,McNeill,21.924999237060547,4,7000,,,,,,,,,G
78301-78026,G,Brett,Brett Drewitt,Drewitt,37.87368292557566,19,7000,,,,,,,,,G
78301-78542,G,John,John Merrick,Merrick,23.174999237060547,8,7000,,,,,,,,,G
78301-80336,G,Seth,Seth Reeves,Reeves,43.96363691850142,22,7000,,,,,,,,,G
78301-78809,G,David,David Skinns,Skinns,47.905263800370065,19,7000,,,,,,,,,G
78301-155106,G,Curtis,Curtis Thompson,Thompson,38.55217444378397,23,7000,,,,,,,,,G
78301-78052,G,Derek,Derek Ernst,Ernst,34.050000508626304,6,7000,,,,,,,,,G
78301-78310,G,Sung,Sung Kang,Kang,44.074074074074076,27,7000,,,,,,,,,G
78301-78060,G,Matt,Matt Every,Every,16.77142878941127,7,7000,,,,,,,,,G
78301-117242,G,Bo,Bo Van Pelt,Van Pelt,39.550000508626304,12,7000,,,,,,,,,G
78301-77821,G,Arjun,Arjun Atwal,Atwal,32.23999938964844,5,7000,,,,,,,,,G
